Train,TrainCode,Type,Route,Direction,FromExpected,ToExpected,Notes
A22,95312,2,SE,UP,ABH,CSMT,
C10,97610,1,MAIN,UP,CLA,CSMT,
BL12,95206,2,SE,UP,BUD,CSMT,
T46,97338,1,MAIN,UP,TNA,CSMT,
AN8,95504,2,NE,UP,ASO,CSMT,
TL18,96618,1,NE,UP,TLA,CSMT,
TL20,95604,2,NE,UP,TLA,CSMT,
K40,95718,2,MAIN,UP,KYN,CSMT,
G4,97504,1,MAIN,UP,GC,CSMT,
DL14,97210,1,MAIN,UP,DI,CSMT,
S20,95114,2,SE,UP,KJT,CSMT,
T48,97340,1,MAIN,UP,TNA,CSMT,
C12,97612,1,MAIN,UP,CLA,CSMT,
T52,97344,1,MAIN,UP,TNA,CSMT,
T54,95910,2,MAIN,UP,TNA,CSMT,
N12,95408,2,NE,UP,KSRA,CSMT,
K42,97040,1,MAIN,UP,KYN,CSMT,
TAN2,96506,1,NE,UP,ASO,TNA,
T56,97346,1,MAIN,UP,TNA,CSMT,
DK4,95720,2,MAIN,UP,KYN,DR,
BL16,95208,2,SE,UP,BUD,CSMT,
K46,95722,2,MAIN,UP,KYN,CSMT,
K44,97042,1,MAIN,UP,KYN,CSMT,
KP6,95006,2,SE,UP,KHPI,CSMT,
T58,97348,1,MAIN,UP,TNA,CSMT,
DK6,95724,2,MAIN,UP,KYN,DR,
PDL2,97212,1,MAIN,UP,DI,PR,
A24,95314,2,SE,UP,ABH,CSMT,
G6,97506,1,MAIN,UP,GC,CSMT,
T60,97350,1,MAIN,UP,TNA,CSMT,
K48,97044,1,MAIN,UP,KYN,CSMT,
AN10,96508,1,NE,UP,ASO,CSMT,
T66,95912,2,MAIN,UP,TNA,CSMT,
T62,97352,1,MAIN,UP,TNA,CSMT,
A26,95316,2,SE,UP,ABH,CSMT,
PTL4,96620,1,NE,UP,TLA,PR,
T64,97354,1,MAIN,UP,TNA,CSMT,
S22,95116,2,SE,UP,KJT,CSMT,
K50,97046,1,MAIN,UP,KYN,CSMT,
T68,97356,1,MAIN,UP,TNA,CSMT,
K52,97048,1,MAIN,UP,KYN,CSMT,
DL16,97214,1,MAIN,UP,DI,CSMT,
TL22,96622,1,NE,UP,TLA,CSMT,
AN12,96510,1,NE,UP,ASO,CSMT,
CK2,97050,1,MAIN,UP,KYN,CLA,
TL24,95606,2,NE,UP,TLA,CSMT,
BL20,95210,2,SE,UP,BUD,CSMT,
BL18,96212,1,SE,UP,BUD,CSMT,
PK12,97052,1,MAIN,UP,KYN,PR,
T70,97358,1,MAIN,UP,TNA,CSMT,
DL18,97216,1,MAIN,UP,DI,CSMT,
TK4,97054,1,MAIN,UP,KYN,TNA,
T72,97360,1,MAIN,UP,TNA,CSMT,
DK8,95726,2,MAIN,UP,KYN,DR,
PK14,97056,1,MAIN,UP,KYN,PR,
N14,95410,2,NE,UP,KSRA,CSMT,
S24,95118,2,SE,UP,KJT,CSMT,
TL26,96624,1,NE,UP,TLA,CSMT,
A28,95346,2,SE,UP,ABH,CSMT,
TK6,97058,1,MAIN,UP,KYN,TNA,
K54,95728,2,MAIN,UP,KYN,CSMT,
DA2,95318,2,SE,UP,ABH,DR,
T74,97362,1,MAIN,UP,TNA,CSMT,
BL22,96214,1,SE,UP,BUD,CSMT,
A30,96314,1,SE,UP,ABH,CSMT,
TL28,96626,1,NE,UP,TLA,CSMT,
DL20,97218,1,MAIN,UP,DI,CSMT,
PK16,97060,1,MAIN,UP,KYN,PR,
S26,95120,2,SE,UP,KJT,CSMT,
BL24,96216,1,SE,UP,BUD,CSMT,
K56,97062,1,MAIN,UP,KYN,CSMT,
N16,95412,2,NE,UP,KSRA,CSMT,
AN14,96512,1,NE,UP,ASO,CSMT,
DL22,97220,1,MAIN,UP,DI,CSMT,
BL26,96218,1,SE,UP,BUD,CSMT,
PK18,97064,1,MAIN,UP,KYN,PR,
TL30,96628,1,NE,UP,TLA,CSMT,
BL30,95212,2,SE,UP,BUD,CSMT,
A32,96316,1,SE,UP,ABH,CSMT,
BL28,96220,1,SE,UP,BUD,CSMT,
T76,97364,1,MAIN,UP,TNA,CSMT,
TK8,97066,1,MAIN,UP,KYN,TNA,
DBL2,95214,2,SE,UP,BUD,DR,
S28,95122,2,SE,UP,KJT,CSMT,
A34,96318,1,SE,UP,ABH,CSMT,
TL32,96630,1,NE,UP,TLA,CSMT,
K58,97068,1,MAIN,UP,KYN,CSMT,
DL24,97222,1,MAIN,UP,DI,CSMT,
S30,95124,2,SE,UP,KJT,CSMT,
K60,97070,1,MAIN,UP,KYN,CSMT,
T78,97366,1,MAIN,UP,TNA,CSMT,
TL34,96632,1,NE,UP,TLA,CSMT,
A36,96320,1,SE,UP,ABH,CSMT,
TK10,97072,1,MAIN,UP,KYN,TNA,
N18,95414,2,NE,UP,KSRA,CSMT,
TL36,96634,1,NE,UP,TLA,CSMT,
CK4,97074,1,MAIN,UP,KYN,CLA,
K64,95730,2,MAIN,UP,KYN,CSMT,
BL32,95216,2,SE,UP,BUD,CSMT,
DL26,97224,1,MAIN,UP,DI,CSMT,
S32,95126,2,SE,UP,KJT,CSMT,
K62,97076,1,MAIN,UP,KYN,CSMT,
T80,97368,1,MAIN,UP,TNA,CSMT,
TL38,96636,1,NE,UP,TLA,CSMT,
PDL4,97226,1,MAIN,UP,DI,PR,
K70,95732,2,MAIN,UP,KYN,CSMT,
K66,97078,1,MAIN,UP,KYN,CSMT,
DBL4,95218,2,SE,UP,BUD,DR,
A38,96322,1,SE,UP,ABH,CSMT,
T82,97370,1,MAIN,UP,TNA,CSMT,
TAN4,96514,1,NE,UP,ASO,TNA,
K68,97080,1,MAIN,UP,KYN,CSMT,
DL28,97228,1,MAIN,UP,DI,CSMT,
PK20,97082,1,MAIN,UP,KYN,PR,
BL34,95220,2,SE,UP,BUD,CSMT,
TL40,96638,1,NE,UP,TLA,CSMT,
A42,95320,2,SE,UP,ABH,CSMT,
K72,97084,1,MAIN,UP,KYN,CSMT,
T84,95914,2,MAIN,UP,TNA,CSMT,
A40,96324,1,SE,UP,ABH,CSMT,
PT2,97372,1,MAIN,UP,TNA,PR,
TS2,96108,1,SE,UP,KJT,TNA,
N20,95416,2,NE,UP,KSRA,CSMT,
S34,95128,2,SE,UP,KJT,CSMT,
K74,97086,1,MAIN,UP,KYN,CSMT,
K76,97088,1,MAIN,UP,KYN,CSMT,
T86,97374,1,MAIN,UP,TNA,CSMT,
A44,95322,2,SE,UP,ABH,CSMT,
K78,97090,1,MAIN,UP,KYN,CSMT,
KP8,95008,2,SE,UP,KHPI,CSMT,
DL30,97230,1,MAIN,UP,DI,CSMT,
PT4,97376,1,MAIN,UP,TNA,PR,
BL36,95222,2,SE,UP,BUD,CSMT,
C14,97614,1,MAIN,UP,CLA,CSMT,
TL42,96640,1,NE,UP,TLA,CSMT,
A46,95324,2,SE,UP,ABH,CSMT,
T88,97378,1,MAIN,UP,TNA,CSMT,
K80,97092,1,MAIN,UP,KYN,CSMT,
TK12,97094,1,MAIN,UP,KYN,TNA,
C16,97616,1,MAIN,UP,CLA,CSMT,
AN16,95506,2,NE,UP,ASO,CSMT,
T90,97380,1,MAIN,UP,TNA,CSMT,
TL44,96642,1,NE,UP,TLA,CSMT,
BL38,95224,2,SE,UP,BUD,CSMT,
DL32,97232,1,MAIN,UP,DI,CSMT,
N22,95418,2,NE,UP,KSRA,CSMT,
K82,97096,1,MAIN,UP,KYN,CSMT,
C18,97618,1,MAIN,UP,CLA,CSMT,
BL40,95226,2,SE,UP,BUD,CSMT,
K84,97098,1,MAIN,UP,KYN,CSMT,
T92,97382,1,MAIN,UP,TNA,CSMT,
PK22,97100,1,MAIN,UP,KYN,PR,
TL46,96644,1,NE,UP,TLA,CSMT,
TL48,95608,2,NE,UP,TLA,CSMT,
S36,95130,2,SE,UP,KJT,CSMT,
T94,97384,1,MAIN,UP,TNA,CSMT,
AN18,95508,2,NE,UP,ASO,CSMT,
TK14,97102,1,MAIN,UP,KYN,TNA,
K86,97104,1,MAIN,UP,KYN,CSMT,
K88,97106,1,MAIN,UP,KYN,CSMT,
DK10,95734,2,MAIN,UP,KYN,DR,
A48,95326,2,SE,UP,ABH,CSMT,
T96,97386,1,MAIN,UP,TNA,CSMT,
PK24,97108,1,MAIN,UP,KYN,PR,
BL42,95228,2,SE,UP,BUD,CSMT,
K92,95736,2,MAIN,UP,KYN,CSMT,
C20,97620,1,MAIN,UP,CLA,CSMT,
N24,95420,2,NE,UP,KSRA,CSMT,
K90,97110,1,MAIN,UP,KYN,CSMT,
S38,95132,2,SE,UP,KJT,CSMT,
T98,97388,1,MAIN,UP,TNA,CSMT,
DL34,97234,1,MAIN,UP,DI,CSMT,
T100,97390,1,MAIN,UP,TNA,CSMT,
DA4,95328,2,SE,UP,ABH,DR,
PT6,97392,1,MAIN,UP,TNA,PR,
TL50,95610,2,NE,UP,TLA,CSMT,
BL44,95230,2,SE,UP,BUD,CSMT,
TK16,97112,1,MAIN,UP,KYN,TNA,
T102,97394,1,MAIN,UP,TNA,CSMT,
DL36,97236,1,MAIN,UP,DI,CSMT,
AN20,95510,2,NE,UP,ASO,CSMT,
T104,97396,1,MAIN,UP,TNA,CSMT,
BL46,95232,2,SE,UP,BUD,CSMT,
T106,97398,1,MAIN,UP,TNA,CSMT,
PK26,97114,1,MAIN,UP,KYN,PR,
TL52,95612,2,NE,UP,TLA,CSMT,
T108,97400,1,MAIN,UP,TNA,CSMT,
K96,95738,2,MAIN,UP,KYN,CSMT,
DL38,97238,1,MAIN,UP,DI,CSMT,
N26,95422,2,NE,UP,KSRA,CSMT,
C22,97622,1,MAIN,UP,CLA,CSMT,
BL48,95234,2,SE,UP,BUD,CSMT,
T110,97402,1,MAIN,UP,TNA,CSMT,
K102,95740,2,MAIN,UP,KYN,CSMT,
K94,97116,1,MAIN,UP,KYN,CSMT,
A50,95330,2,SE,UP,ABH,CSMT,
T112,97404,1,MAIN,UP,TNA,CSMT,
PDL6,97240,1,MAIN,UP,DI,PR,
KP10,95010,2,SE,UP,KHPI,CSMT,
TL54,95614,2,NE,UP,TLA,CSMT,
K98,97118,1,MAIN,UP,KYN,CSMT,
C24,97624,1,MAIN,UP,CLA,CSMT,
T114,97406,1,MAIN,UP,TNA,CSMT,
K100,97120,1,MAIN,UP,KYN,CSMT,
A52,95332,2,SE,UP,ABH,CSMT,
T116,97408,1,MAIN,UP,TNA,CSMT,
DL40,97242,1,MAIN,UP,DI,CSMT,
PT8,97410,1,MAIN,UP,TNA,PR,
N28,95424,2,NE,UP,KSRA,CSMT,
DA6,95334,2,SE,UP,ABH,DR,
K108,95742,2,MAIN,UP,KYN,CSMT,
C26,97626,1,MAIN,UP,CLA,CSMT,
S40,95134,2,SE,UP,KJT,CSMT,
K104,97122,1,MAIN,UP,KYN,CSMT,
AN22,95512,2,NE,UP,ASO,CSMT,
PT10,97412,1,MAIN,UP,TNA,PR,
TK18,97124,1,MAIN,UP,KYN,TNA,
K110,95744,2,MAIN,UP,KYN,CSMT,
DL42,97244,1,MAIN,UP,DI,CSMT,
BL50,95236,2,SE,UP,BUD,CSMT,
T118,97414,1,MAIN,UP,TNA,CSMT,
K106,97126,1,MAIN,UP,KYN,CSMT,
DA8,95336,2,SE,UP,ABH,DR,
TL56,95616,2,NE,UP,TLA,CSMT,
T120,97416,1,MAIN,UP,TNA,CSMT,
PDL8,97246,1,MAIN,UP,DI,PR,
S42,95136,2,SE,UP,KJT,CSMT,
K112,97128,1,MAIN,UP,KYN,CSMT,
C28,97628,1,MAIN,UP,CLA,CSMT,
PT12,97418,1,MAIN,UP,TNA,PR,
TK20,97130,1,MAIN,UP,KYN,TNA,
DL44,97248,1,MAIN,UP,DI,CSMT,
CK6,97132,1,MAIN,UP,KYN,CLA,
BL52,95238,2,SE,UP,BUD,CSMT,
K114,97134,1,MAIN,UP,KYN,CSMT,
KP12,95012,2,SE,UP,KHPI,CSMT,
AN24,96516,1,NE,UP,ASO,CSMT,
T122,97420,1,MAIN,UP,TNA,CSMT,
TK22,97136,1,MAIN,UP,KYN,TNA,
DA10,95338,2,SE,UP,ABH,DR,
K116,97138,1,MAIN,UP,KYN,CSMT,
N30,95426,2,NE,UP,KSRA,CSMT,
T124,97422,1,MAIN,UP,TNA,CSMT,
S44,95138,2,SE,UP,KJT,CSMT,
PK28,97140,1,MAIN,UP,KYN,PR,
K118,97142,1,MAIN,UP,KYN,CSMT,
T126,97424,1,MAIN,UP,TNA,CSMT,
TTL2,96646,1,NE,UP,TLA,TNA,
DL46,97250,1,MAIN,UP,DI,CSMT,
AN26,95514,2,NE,UP,ASO,CSMT,
K120,97144,1,MAIN,UP,KYN,CSMT,
BL54,95240,2,SE,UP,BUD,CSMT,
T128,97426,1,MAIN,UP,TNA,CSMT,
PK30,97146,1,MAIN,UP,KYN,PR,
DL48,97252,1,MAIN,UP,DI,CSMT,
K122,97148,1,MAIN,UP,KYN,CSMT,
TK24,97150,1,MAIN,UP,KYN,TNA,
A54,96326,1,SE,UP,ABH,CSMT,
A56,95340,2,SE,UP,ABH,CSMT,
K124,97152,1,MAIN,UP,KYN,CSMT,
BL56,95242,2,SE,UP,BUD,CSMT,
TL58,96648,1,NE,UP,TLA,CSMT,
PK32,97154,1,MAIN,UP,KYN,PR,
S46,95140,2,SE,UP,KJT,CSMT,
DL50,97254,1,MAIN,UP,DI,CSMT,
DK12,95746,2,MAIN,UP,KYN,DR,
T130,97428,1,MAIN,UP,TNA,CSMT,
AN28,96518,1,NE,UP,ASO,CSMT,
DL52,97256,1,MAIN,UP,DI,CSMT,
K126,97156,1,MAIN,UP,KYN,CSMT,
TL60,96650,1,NE,UP,TLA,CSMT,
A58,95342,2,SE,UP,ABH,CSMT,
K128,97158,1,MAIN,UP,KYN,CSMT,
PK34,97160,1,MAIN,UP,KYN,PR,
BL60,95244,2,SE,UP,BUD,CSMT,
BL58,96222,1,SE,UP,BUD,CSMT,
AN30,95516,2,NE,UP,ASO,CSMT,
T132,97430,1,MAIN,UP,TNA,CSMT,
TK26,97162,1,MAIN,UP,KYN,TNA,
A60,95344,2,SE,UP,ABH,CSMT,
TL62,96652,1,NE,UP,TLA,CSMT,
DL54,97258,1,MAIN,UP,DI,CSMT,
CK8,97164,1,MAIN,UP,KYN,CLA,
PT14,97432,1,MAIN,UP,TNA,PR,
N32,95428,2,NE,UP,KSRA,CSMT,
S48,95142,2,SE,UP,KJT,CSMT,
TL64,96654,1,NE,UP,TLA,CSMT,
PK36,97166,1,MAIN,UP,KYN,PR,
C30,97630,1,MAIN,UP,CLA,CSMT,
BL62,96224,1,SE,UP,BUD,CSMT,
BL64,95246,2,SE,UP,BUD,CSMT,
S50,95144,2,SE,UP,KJT,CSMT,
K130,97168,1,MAIN,UP,KYN,CSMT,
TL66,96656,1,NE,UP,TLA,CSMT,
PT16,97434,1,MAIN,UP,TNA,PR,
A62,96328,1,SE,UP,ABH,CSMT,
DL56,97260,1,MAIN,UP,DI,CSMT,
BL66,95248,2,SE,UP,BUD,CSMT,
K132,97170,1,MAIN,UP,KYN,CSMT,
K134,97172,1,MAIN,UP,KYN,CSMT,
N34,95430,2,NE,UP,KSRA,CSMT,
DL58,97262,1,MAIN,UP,DI,CSMT,
A64,96330,1,SE,UP,ABH,CSMT,
TL68,96658,1,NE,UP,TLA,CSMT,
K136,97174,1,MAIN,UP,KYN,CSMT,
S54,95146,2,SE,UP,KJT,CSMT,
A66,96332,1,SE,UP,ABH,CSMT,
S52,96110,1,SE,UP,KJT,CSMT,
PDL10,97264,1,MAIN,UP,DI,PR,
TTL4,96660,1,NE,UP,TLA,TNA,
AN32,96520,1,NE,UP,ASO,CSMT,
CK10,97176,1,MAIN,UP,KYN,CLA,
K138,95748,2,MAIN,UP,KYN,CSMT,
PBL2,96226,1,SE,UP,BUD,CSMT,
TK28,97178,1,MAIN,UP,KYN,TNA,
CT2,97436,1,MAIN,UP,TNA,CSMT,
N36,96406,1,NE,UP,KSRA,CSMT,
TK30,97180,1,MAIN,UP,KYN,TNA,
TBL4,96228,1,SE,UP,BUD,TNA,
TTL6,96662,1,NE,UP,TLA,TNA,
KP14,96020,1,SE,UP,KHPI,CSMT,
TAN6,96522,1,NE,UP,ASO,TNA,
TK32,97182,1,MAIN,UP,KYN,TNA,
BL68,96230,1,SE,UP,BUD,CSMT,
GN2,98702,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PL2,98002,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
B2,98802,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
V2,98502,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
BR2,98302,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
B4,98804,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
VVD2,98506,0,HARBOUR,UP,VSH,VDLR,Harbour Line to VSH
V4,98504,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
BR4,98304,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
PL4,98004,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
V6,98508,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
BR6,98306,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
V8,98510,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
B6,98806,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PL6,98006,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
VVD4,98512,0,HARBOUR,UP,VSH,VDLR,Harbour Line to VSH
BR8,98308,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
GN4,98704,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
V10,98514,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
PL8,98008,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN6,98706,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
V12,98516,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
PL10,98010,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN8,98708,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
V14,98518,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
PL12,98012,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
B8,98808,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
BR10,98310,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
PL14,98014,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN10,98710,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
BRVD2,98312,0,HARBOUR,UP,BEPR,VDLR,Harbour Line to BEPR
PL16,98016,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
V16,98520,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
GN12,98712,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
BR12,98314,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
B10,98810,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PL18,98018,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
BR14,98316,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
GN14,98714,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PL20,98020,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
B12,98812,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
VVD6,98522,0,HARBOUR,UP,VSH,VDLR,Harbour Line to VSH
PL22,98022,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN16,98716,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
V18,98524,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
B14,98814,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PLVD2,98024,0,HARBOUR,UP,PNVL,VDLR,Harbour Line to PNVL
PL24,98026,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
BR16,98318,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
GN18,98718,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PL26,98028,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
V20,98526,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
GNPL2,98902,0,HARBOUR,UP,GMN,PNVL,GMN-PNVL special - check actual route
BR18,98320,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
PLVD4,98030,0,HARBOUR,UP,PNVL,VDLR,Harbour Line to PNVL
B16,98816,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PL28,98032,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
V22,98528,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
PLVD6,98034,0,HARBOUR,UP,PNVL,VDLR,Harbour Line to PNVL
GN20,98720,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
CM2,98602,0,HARBOUR,UP,MNKD,CSMTH,Harbour Line short distance
PL30,98036,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
BR20,98322,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
B18,98818,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
V24,98530,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
PL32,98038,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
BR22,98324,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
GN22,98722,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PLVD8,98040,0,HARBOUR,UP,PNVL,VDLR,Harbour Line to PNVL
PL34,98042,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
V26,98532,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
B20,98820,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PL36,98044,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
M4,98604,0,HARBOUR,UP,MNKD,CSMTH,Harbour Line short distance
GNPL4,98904,0,HARBOUR,UP,GMN,PNVL,GMN-PNVL special - check actual route
PL38,98046,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
B22,98822,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PL40,98048,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN24,98724,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
CM2,98606,0,HARBOUR,UP,MNKD,CSMTH,Harbour Line short distance
BR24,98326,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
PLVD10,98050,0,HARBOUR,UP,PNVL,VDLR,Harbour Line to PNVL
B24,98824,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
V28,98534,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
PL42,98052,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN26,98726,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PLVD12,98054,0,HARBOUR,UP,PNVL,VDLR,Harbour Line to PNVL
BR26,98328,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
PL44,98056,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
B26,98826,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
BR28,98330,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
GNPL5,98906,0,HARBOUR,UP,GMN,PNVL,GMN-PNVL special - check actual route
PL46,98058,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
V30,98536,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
PL48,98060,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN28,98728,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
BR30,98332,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
PL50,98062,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
PLVD14,98064,0,HARBOUR,UP,PNVL,VDLR,Harbour Line to PNVL
B28,98828,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
V32,98538,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
PL52,98066,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN30,98730,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PLVD16,98068,0,HARBOUR,UP,PNVL,VDLR,Harbour Line to PNVL
V34,98540,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
PL54,98070,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
B30,98830,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
BR32,98334,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
PL56,98072,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN32,98732,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PL58,98074,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
PLVD18,98076,0,HARBOUR,UP,PNVL,VDLR,Harbour Line to PNVL
BR34,98336,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
98832,98832,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PL60,98078,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN34,98734,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
BR36,98338,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
PL62,98080,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
B34,98834,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
BR38,98340,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
GN36,98736,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PL64,98082,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
WGN2,91392,0,HARBOUR,UP,GMN,CSMTH,Special GMN code pattern
PLVD20,98084,0,HARBOUR,UP,PNVL,VDLR,Harbour Line to PNVL
PL66,98086,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
BR40,98342,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
PLVD22,98088,0,HARBOUR,UP,PNVL,VDLR,Harbour Line to PNVL
B36,98836,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PL68,98090,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN38,98738,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
BR42,98344,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
PL70,98092,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
B38,98838,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PL72,98094,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GNPL6,98906,0,HARBOUR,UP,GMN,PNVL,GMN-PNVL special - check actual route
BR44,98346,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
GN40,98740,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PLVD24,98096,0,HARBOUR,UP,PNVL,VDLR,Harbour Line to PNVL
PL74,98098,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
