Train,TrainCode,Type,Route,Direction,FromExpected,ToExpected,Notes
PL135,98163,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
B53,98853,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PL137,98165,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
V31,98535,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
GN53,98753,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PLVD29,98167,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
PL139,98169,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
BR35,98347,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
B55,98855,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PL141,98171,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
BR37,98349,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
GN55,98755,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PLVD31,98173,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
V33,98537,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
PL143,98175,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
B57,98857,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PLVD33,98177,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
BR39,98351,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
V35,98539,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
PL145,98179,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PLVD35,98181,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
GN57,98757,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
BR41,98353,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
PL147,98183,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PLGN9,98909,0,HARBOUR,DN,PNVL,GMN,GMN-PNVL special - check actual route
V37,98541,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
B59,98859,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PL149,98185,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PLVD37,98187,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
GN59,98759,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
V39,98543,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
PL151,98189,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PLGN11,98911,0,HARBOUR,DN,PNVL,GMN,GMN-PNVL special - check actual route
B61,98861,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
V41,98545,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
PL153,98191,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
BR43,98355,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
GN61,98761,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PL155,98193,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PL157,98195,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
V43,98547,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
PLGN13,98913,0,HARBOUR,DN,PNVL,GMN,GMN-PNVL special - check actual route
B63,98863,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PLVD39,98197,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
PL159,98199,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PL161,98201,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
GN63,98763,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
BRVD13,98357,0,HARBOUR,DN,VDLR,BEPR,Harbour Line to BEPR
PL163,98203,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
B65,98865,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
V45,98549,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
GN65,98765,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PL165,98205,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
BR45,98359,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
PL167,98207,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PLVD41,98209,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
GN67,98767,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
BR47,98361,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
PL169,98211,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PLGN15,98915,0,HARBOUR,DN,PNVL,GMN,GMN-PNVL special - check actual route
B67,98867,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
V47,98551,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
PL171,98213,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
BR49,98363,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
GN69,98769,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PLVD43,98215,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
V49,98553,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
PL173,98217,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
BR51,98365,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
B69,98869,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PLVD45,98219,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
PL175,98221,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
V51,98555,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
GN71,98771,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PL177,98223,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
B71,98871,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PLGN17,98917,0,HARBOUR,DN,PNVL,GMN,GMN-PNVL special - check actual route
BR53,98367,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
PL179,98225,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PLVD47,98227,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
GN73,98773,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
V53,98557,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
WBO1,91491,0,HARBOUR,DN,CSMTH,GMN,Special GMN code pattern
PL181,98229,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PLVD49,98231,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
B73,98873,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PL183,98233,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
V55,98559,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
GN75,98775,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PL185,98235,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
BR55,98369,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
B75,98875,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PLVD51,98237,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
V57,98561,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
PL187,98239,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
GN77,98777,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
BR57,98371,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
PL189,98241,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
B77,98877,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
V59,98563,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
PL191,98243,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
BR59,98373,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
GN79,98779,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PL193,98245,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
B79,98879,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
V61,98565,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
PL195,98247,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
GN81,98781,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
V63,98567,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
PL197,98249,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
B81,98881,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
V65,98569,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
PL199,98251,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
GN83,98783,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PL201,98253,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
B83,98883,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PL203,98255,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
V67,98571,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
GN85,98785,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PL205,98257,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
B85,98885,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
V69,98573,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
GN87,98787,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PL207,98259,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
V71,98575,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
TPL2,99002,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TPL4,99004,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV2,99402,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TPL6,99006,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV4,99404,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TV6,99406,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TPL8,99008,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TNU2,99202,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TV8,99408,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TPL10,99010,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV10,99410,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TPL12,99012,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TNU4,99204,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TV12,99412,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TPL14,99014,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TNU6,99206,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TV14,99414,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TPL16,99016,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV16,99416,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TNU8,99208,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TPL18,99018,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV18,99418,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TNU10,99210,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TPL20,99020,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV34,99434,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TPL28,99028,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV36,99436,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TNU24,99224,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TV38,99438,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TPL30,99030,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV40,99440,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TPL32,99032,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TNU16,99216,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TV28,99428,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TNU18,99218,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TV30,99430,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TNU20,99220,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TPL,99026,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV32,99432,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TNU22,99222,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TV50,99450,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TPL34,99034,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV52,99452,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TNU32,99232,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TNU34,99234,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TV54,99454,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TPL36,99036,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV56,99456,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TV42,99442,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TNU26,99226,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TV44,99444,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TV46,99446,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TNU28,99228,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TV48,99448,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TNU30,99230,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TV64,99464,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TV66,99466,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TPL42,99042,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV68,99468,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TNU42,99242,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TPL44,99044,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV70,99470,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TNU44,99244,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TNU36,99236,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TV58,99458,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TNU38,99238,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TPL38,99038,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV60,99460,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TPL40,99040,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV62,99462,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TNU40,99240,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TV80,99480,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TV82,99482,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TPL52,99052,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TNU48,99248,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TV84,99484,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TNU50,99250,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TPL54,99054,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV86,99486,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TPL46,99046,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV72,99472,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TV74,99474,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TPL48,99048,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV76,99476,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TPL50,99050,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV78,99478,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TNU46,99246,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TV94,99494,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TPL60,99060,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TNU58,99258,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TPL62,99062,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV96,99496,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TPL64,99064,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV98,99498,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TNU60,99260,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TNU52,99252,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TPL56,99056,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV88,99488,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TPL58,99058,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV90,99490,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TNU54,99254,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TV92,99492,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TNU56,99256,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TPL68,99068,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV108,99508,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TV110,99510,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TPL70,99070,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV112,99512,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TNU68,99268,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TV100,99500,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TNU62,99262,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TV102,99502,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TPL66,99066,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV104,99504,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TNU64,99264,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TV106,99506,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TNU66,99266,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TV114,99514,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TPL72,99072,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TV116,99516,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TV118,99518,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TV120,99520,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TPL74,99074,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TPL1,99001,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TPL3,99003,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV1,99401,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU1,99201,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV3,99403,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TV5,99405,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL5,99005,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TNU3,99203,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV7,99407,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU5,99205,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV9,99409,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL7,99007,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV11,99411,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU7,99207,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV13,99413,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU9,99209,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV15,99415,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL9,99009,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV17,99417,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU11,99211,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV19,99419,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU13,99213,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV21,99421,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL11,99011,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TNU15,99215,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV23,99423,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU17,99217,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TPL13,99013,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TNU19,99219,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV27,99427,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL15,99015,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TNU21,99221,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV29,99429,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL17,99017,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV31,99431,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU23,99223,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV33,99433,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TV35,99435,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL19,99019,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV37,99437,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU25,99225,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV39,99439,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL21,99021,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV41,99441,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU27,99227,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV43,99443,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU29,99229,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV45,99445,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL23,99023,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV47,99447,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU31,99231,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV49,99449,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU33,99233,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV51,99451,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL25,99025,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV53,99453,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU35,99235,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TPL27,99027,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV55,99455,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU37,99237,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV57,99457,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL29,99029,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TNU39,99239,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV59,99459,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL31,99031,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV61,99461,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL33,99033,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV63,99463,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU41,99241,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
